vlookup,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.
Emira28092023,,,,,,,,,,,,,,,,,,
Emira28102023,,,,,,,,,,,,,,,,,,
Emira28112023,,,,,,,,,,,,,,,,,,
Emira28122023,,,,,,,,,,,,,,,,,,
Emira29012023,,,,,,,,,,,,,,,,,,
Emira29032023,,,,,,,,,,,,,,,,,,
Emira29042023,,,,,,,,,,,,,,,,,,
Emira29052023,,,,,,,,,,,,,,,,,,
Emira29062023,,,,,,,,,,,,,,,,,,
Emira29072023,,,,,,,,,,,,,,,,,,
Emira29082023,,,,,,,,,,,,,,,,,,
Emira29092023,,,,,,,,,,,,,,,,,,
Emira29102023,,,,,,,,,,,,,,,,,,
Emira29112023,,,,,,,,,,,,,,,,,,
Emira29122023,,,,,,,,,,,,,,,,,,
Emira30012023,,,,,,,,,,,,,,,,,,
Emira30032023,,,,,,,,,,,,,,,,,,
Emira30042023,,,,,,,,,,,,,,,,,,
Emira30052023,,,,,,,,,,,,,,,,,,
Emira30062023,,,,,,,,,,,,,,,,,,
Emira30072023,,,,,,,,,,,,,,,,,,
Emira30082023,,,,,,,,,,,,,,,,,,
Emira30092023,,,,,,,,,,,,,,,,,,
Emira30102023,,,,,,,,,,,,,,,,,,
Emira30112023,,,,,,,,,,,,,,,,,,
Emira30122023,,,,,,,,,,,,,,,,,,
Emira31012023,,,,,,,,,,,,,,,,,,
Emira31032023,,,,,,,,,,,,,,,,,,
Emira31052023,,,,,,,,,,,,,,,,,,
Emira31072023,,,,,,,,,,,,,,,,,,
Emira31082023,,,,,,,,,,,,,,,,,,
Emira31102023,,,,,,,,,,,,,,,,,,
Emira31122023,,,,,,,,,,,,,,,,,,
Hatta01012023,,20.6,,55.244,264.48,4.2912,,,,,,,,,,,,
Hatta01022023,,19.232,,74.056,106.32,9.1728,,,,,,,,,,,,
Hatta01032023,,24.128,,38.012,245.28,5.0256,,,,,,,,,,,,
Hatta01042023,,27.451999999999998,,30.956,274.2,5.5296,,,,,,,,,,,,
Hatta01052023,,31.708000000000002,,18.977777777777778,270.8,5.0976,,,,,,,,,,,,
Hatta01062023,,34.912,,25.528000000000002,267.04,9.2016,,,,,,,,,,,,
Hatta01072023,,36.552,,27.295238095238098,220.16,5.4,,,,,,,,,,,,
Hatta01082023,,34.932,,53.092,146.88,6.336,,,,,,,,,,,,
Hatta01092023,,30.92,,74.404,82.56,9.9072,,,,,,,,,,,,
Hatta01102023,,31.671999999999997,,47.751999999999995,232.52,4.6368,,,,,,,,,,,,
Hatta01112023,,26.468000000000004,,62.952,107.6,6.739199999999999,,,,,,,,,,,,
Hatta01122023,,22.848000000000003,,67.044,144.16,5.0112,,,,,,,,,,,,
Hatta02012023,,19.783333333333335,,61.975,153.58333333333334,7.845,,,,,,,,,,,,
Hatta02022023,,19.720833333333335,,74.89166666666667,125.41666666666667,8.890434782608695,,,,,,,,,,,,
Hatta02032023,,23.270833333333332,,58.708333333333336,138.0,7.7250000000000005,,,,,,,,,,,,
Hatta02042023,,22.71666666666667,,45.15,278.625,10.334999999999999,,,,,,,,,,,,
Hatta02052023,,31.604166666666668,,24.688235294117646,280.1666666666667,6.495,,,,,,,,,,,,
Hatta02062023,,34.68333333333333,,22.224999999999998,271.5833333333333,9.0,,,,,,,,,,,,
Hatta02072023,,33.7125,,47.09583333333333,156.91666666666666,8.955,,,,,,,,,,,,
Hatta02082023,,33.775,,59.09166666666667,80.58333333333333,10.424999999999999,,,,,,,,,,,,
Hatta02092023,,29.34583333333333,,77.83749999999999,84.125,12.915,,,,,,,,,,,,
Hatta02102023,,31.508333333333336,,53.59583333333333,194.375,5.4750000000000005,,,,,,,,,,,,
Hatta02112023,,27.4375,,52.48333333333333,132.83333333333334,5.445,,,,,,,,,,,,
Hatta02122023,,23.0,,73.14166666666667,149.5,5.44695652173913,,,,,,,,,,,,
Hatta03012023,,20.091666666666665,,50.1625,97.875,10.32,,,,,,,,,,,,
Hatta03022023,,21.183333333333334,,66.8875,207.58333333333334,3.48,,,,,,,,,,,,
Hatta03032023,,22.745833333333334,,72.1125,100.875,11.445,,,,,,,,,,,,
Hatta03042023,,21.40416666666667,,44.574999999999996,271.4583333333333,11.205,,,,,,,,,,,,
Hatta03052023,,29.21666666666667,,27.7625,286.0833333333333,7.140000000000001,,,,,,,,,,,,
Hatta03062023,,34.454166666666666,,30.15,218.29166666666666,4.53,,,,,,,,,,,,
Hatta03072023,,33.362500000000004,,60.35833333333333,111.79166666666667,9.96,,,,,,,,,,,,
Hatta03082023,,33.86666666666667,,57.512499999999996,82.58333333333333,9.15,,,,,,,,,,,,
Hatta03092023,,29.6375,,74.99583333333334,83.45833333333333,11.280000000000001,,,,,,,,,,,,
Hatta03102023,,32.12083333333333,,50.47083333333333,120.95833333333333,5.085,,,,,,,,,,,,
Hatta03112023,,28.175,,43.225,226.25,3.1199999999999997,,,,,,,,,,,,
Hatta03122023,,22.945833333333336,,73.37916666666666,130.5,5.085,,,,,,,,,,,,
Hatta04012023,,20.220833333333335,,44.395833333333336,100.33333333333333,13.185,,,,,,,,,,,,
Hatta04022023,,20.425,,55.5625,273.7083333333333,5.745,,,,,,,,,,,,
Hatta04032023,,23.5,,69.34166666666667,116.29166666666667,7.335,,,,,,,,,,,,
Hatta04042023,,22.2625,,46.89166666666667,277.0833333333333,8.535,,,,,,,,,,,,
Hatta04052023,,28.129166666666666,,40.541666666666664,176.29166666666666,6.465,,,,,,,,,,,,
Hatta04062023,,34.97083333333334,,35.61739130434783,126.58333333333333,6.795000000000001,,,,,,,,,,,,
Hatta04072023,,34.666666666666664,,59.42083333333333,129.16666666666666,9.6,,,,,,,,,,,,
Hatta04082023,,33.38333333333333,,60.895833333333336,89.5,10.545,,,,,,,,,,,,
Hatta04092023,,30.795833333333334,,68.98333333333333,80.54166666666667,9.12,,,,,,,,,,,,
Hatta04102023,,33.395833333333336,,39.1875,176.20833333333334,3.81,,,,,,,,,,,,
Hatta04112023,,27.82608695652174,,57.7695652173913,260.0869565217391,4.63304347826087,,,,,,,,,,,,
Hatta04122023,,22.483333333333334,,59.291666666666664,174.83333333333334,3.78,,,,,,,,,,,,
Hatta05012023,,20.691666666666666,,47.80416666666667,105.91666666666667,7.890000000000001,,,,,,,,,,,,
Hatta05022023,,19.904166666666665,,49.3375,273.0,5.5200000000000005,,,,,,,,,,,,
Hatta05032023,,23.90416666666667,,56.97083333333333,205.83333333333334,4.965,,,,,,,,,,,,
Hatta05042023,,23.833333333333332,,44.65833333333333,281.5416666666667,5.07,,,,,,,,,,,,
Hatta05052023,,28.629166666666666,,48.833333333333336,180.83333333333334,7.8,,,,,,,,,,,,
Hatta05062023,,37.87391304347826,,21.57391304347826,254.65217391304347,3.8347826086956522,,,,,,,,,,,,
Hatta05072023,,35.63333333333333,,49.81666666666666,155.95833333333334,7.68,,,,,,,,,,,,
Hatta05082023,,31.70434782608696,,73.02608695652174,81.1304347826087,12.521739130434783,,,,,,,,,,,,
Hatta05092023,,32.73636363636364,,64.89999999999999,90.22727272727273,7.216363636363636,,,,,,,,,,,,
Hatta05102023,,35.333333333333336,,32.1695652173913,250.41666666666666,4.305000000000001,,,,,,,,,,,,
Hatta05112023,,26.47222222222222,,58.50555555555555,214.05555555555554,3.6400000000000006,,,,,,,,,,,,
Hatta05122023,,22.554166666666664,,47.17916666666667,186.45833333333334,3.555,,,,,,,,,,,,
Hatta06012023,,21.537499999999998,,58.35833333333333,169.95833333333334,5.43,,,,,,,,,,,,
Hatta06022023,,20.716666666666665,,49.92916666666667,183.25,4.065,,,,,,,,,,,,
Hatta06032023,,25.241666666666664,,33.579166666666666,239.25,5.04,,,,,,,,,,,,
Hatta06042023,,24.579166666666666,,46.270833333333336,168.5,6.765000000000001,,,,,,,,,,,,
Hatta06052023,,29.34583333333333,,49.012499999999996,139.58333333333334,8.1,,,,,,,,,,,,
Hatta06062023,,38.354166666666664,,18.941666666666666,261.25,4.86,,,,,,,,,,,,
Hatta06072023,,35.00416666666667,,58.237500000000004,113.91666666666667,12.36,,,,,,,,,,,,
Hatta06082023,,33.516666666666666,,61.30833333333334,78.25,8.13,,,,,,,,,,,,
Hatta06092023,,32.582608695652176,,66.36086956521739,97.78260869565217,8.295652173913044,,,,,,,,,,,,
Hatta06102023,,33.86666666666667,,46.38333333333333,223.08333333333334,5.28,,,,,,,,,,,,
Hatta06112023,,27.311111111111114,,51.98888888888889,156.33333333333334,3.2,,,,,,,,,,,,
Hatta06122023,,21.72083333333333,,55.09166666666667,175.625,3.8250000000000006,,,,,,,,,,,,
Hatta07012023,,19.3625,,71.95,153.83333333333334,5.0249999999999995,,,,,,,,,,,,
Hatta07022023,,21.241666666666667,,59.40833333333333,167.0,4.95,,,,,,,,,,,,
Hatta07032023,,23.891666666666666,,42.74166666666667,178.875,5.384347826086957,,,,,,,,,,,,
Hatta07042023,,23.891666666666666,,65.91250000000001,99.54166666666667,13.14,,,,,,,,,,,,
Hatta07052023,,31.25,,30.329166666666666,182.91666666666666,5.685,,,,,,,,,,,,
Hatta07062023,,36.96666666666667,,19.341666666666665,268.5833333333333,5.640000000000001,,,,,,,,,,,,
Hatta07072023,,33.47083333333333,,63.583333333333336,100.125,12.9,,,,,,,,,,,,
Hatta07082023,,38.324999999999996,,35.62916666666667,200.83333333333334,3.8700000000000006,,,,,,,,,,,,
Hatta07092023,,30.77916666666667,,70.65,81.75,10.08,,,,,,,,,,,,
Hatta07102023,,31.813043478260873,,55.52173913043478,122.8695652173913,8.23304347826087,,,,,,,,,,,,
Hatta07112023,,25.59583333333333,,64.45,152.70833333333334,3.7721739130434786,,,,,,,,,,,,
Hatta07122023,,22.245833333333334,,54.20416666666667,255.45833333333334,3.5850000000000004,,,,,,,,,,,,
Hatta08012023,,19.504166666666666,,65.30833333333334,260.9583333333333,3.015,,,,,,,,,,,,
Hatta08022023,,24.1375,,48.67083333333333,264.0833333333333,5.175,,,,,,,,,,,,
Hatta08032023,,23.837500000000002,,50.79583333333333,153.41666666666666,8.43,,,,,,,,,,,,
Hatta08042023,,24.954166666666666,,63.09583333333333,111.08333333333333,10.245,,,,,,,,,,,,
Hatta08052023,,32.012499999999996,,25.25,193.04166666666666,4.7250000000000005,,,,,,,,,,,,
Hatta08062023,,36.06666666666667,,20.29047619047619,254.79166666666666,5.535,,,,,,,,,,,,
Hatta08072023,,35.025,,51.36666666666667,99.625,10.47,,,,,,,,,,,,
Hatta08082023,,36.44166666666667,,42.487500000000004,175.54166666666666,6.808695652173912,,,,,,,,,,,,
Hatta08092023,,31.891666666666666,,64.34166666666667,99.66666666666667,8.107826086956523,,,,,,,,,,,,
Hatta08102023,,31.708333333333332,,46.645833333333336,126.04166666666667,5.97,,,,,,,,,,,,
Hatta08112023,,24.616666666666667,,73.73888888888888,160.44444444444446,4.88,,,,,,,,,,,,
Hatta08122023,,21.870833333333334,,52.97083333333333,215.625,2.7900000000000005,,,,,,,,,,,,
Hatta09012023,,20.09565217391304,,63.41304347826087,213.43478260869566,4.7269565217391305,,,,,,,,,,,,
Hatta09022023,,19.620833333333334,,52.50833333333333,268.9583333333333,10.26,,,,,,,,,,,,
Hatta09032023,,23.962500000000002,,59.95416666666667,155.625,7.86,,,,,,,,,,,,
Hatta09042023,,26.070833333333336,,50.833333333333336,136.20833333333334,5.8500000000000005,,,,,,,,,,,,
Hatta09052023,,33.637499999999996,,16.92105263157895,240.0,4.47,,,,,,,,,,,,
Hatta09062023,,36.766666666666666,,17.465217391304346,279.625,5.565,,,,,,,,,,,,
Hatta09072023,,34.266666666666666,,56.949999999999996,103.33333333333333,11.354999999999999,,,,,,,,,,,,
Hatta09082023,,33.57083333333333,,61.362500000000004,85.875,9.915000000000001,,,,,,,,,,,,
Hatta09092023,,34.99166666666667,,41.225,209.58333333333334,4.3950000000000005,,,,,,,,,,,,
Hatta09102023,,32.824999999999996,,40.31666666666667,213.58333333333334,3.72,,,,,,,,,,,,
Hatta09112023,,26.058823529411764,,68.35882352941177,82.82352941176471,8.555294117647058,,,,,,,,,,,,
Hatta09122023,,21.337500000000002,,55.99166666666667,155.33333333333334,4.905,,,,,,,,,,,,
Hatta10012023,,21.520833333333332,,64.70833333333333,186.25,5.9791304347826095,,,,,,,,,,,,
Hatta10022023,,18.070833333333333,,52.88333333333333,269.75,9.585,,,,,,,,,,,,
Hatta10032023,,24.395833333333332,,60.05416666666667,107.08333333333333,9.045,,,,,,,,,,,,
Hatta10042023,,27.039130434782606,,44.53478260869565,169.82608695652175,5.841818181818183,,,,,,,,,,,,
Hatta10052023,,34.30869565217392,,17.006666666666668,257.60869565217394,4.476521739130435,,,,,,,,,,,,
Hatta10062023,,37.3125,,20.766666666666666,273.9166666666667,4.29,,,,,,,,,,,,
Hatta10072023,,32.775,,68.03750000000001,100.29166666666667,13.14,,,,,,,,,,,,
Hatta10082023,,34.34583333333333,,56.59583333333333,96.83333333333333,7.935,,,,,,,,,,,,
Hatta10092023,,31.958333333333332,,64.10416666666667,109.375,7.859999999999999,,,,,,,,,,,,
Hatta10102023,,32.237500000000004,,59.06666666666666,199.875,5.1000000000000005,,,,,,,,,,,,
Hatta10112023,,25.645833333333332,,61.050000000000004,107.08333333333333,5.46,,,,,,,,,,,,
Hatta10122023,,22.52916666666667,,50.699999999999996,246.91666666666666,2.955,,,,,,,,,,,,
Hatta11012023,,19.9375,,59.9125,267.1666666666667,7.515000000000001,,,,,,,,,,,,
Hatta11022023,,19.958333333333332,,50.020833333333336,236.33333333333334,4.095,,,,,,,,,,,,
Hatta11032023,,24.71666666666667,,53.2875,158.66666666666666,6.330000000000001,,,,,,,,,,,,
Hatta11042023,,28.075,,37.28333333333333,169.41666666666666,6.45,,,,,,,,,,,,
Hatta11052023,,34.0,,18.305882352941175,268.7083333333333,4.47,,,,,,,,,,,,
Hatta11062023,,35.38333333333333,,33.199999999999996,148.625,7.44,,,,,,,,,,,,
Hatta11072023,,32.795833333333334,,68.45416666666667,102.95833333333333,11.354999999999999,,,,,,,,,,,,
Hatta11082023,,34.69583333333333,,56.0625,116.16666666666667,6.855,,,,,,,,,,,,
Hatta11092023,,31.520833333333332,,68.74583333333334,82.83333333333333,9.51,,,,,,,,,,,,
Hatta11102023,,34.175000000000004,,36.625,266.5416666666667,3.4650000000000003,,,,,,,,,,,,
Hatta11112023,,25.245833333333334,,46.99166666666667,152.125,3.9000000000000004,,,,,,,,,,,,
Hatta11122023,,21.650000000000002,,47.42083333333333,185.58333333333334,2.895,,,,,,,,,,,,
Hatta12012023,,16.870833333333334,,60.59166666666667,159.625,9.825000000000001,,,,,,,,,,,,
Hatta12022023,,20.616666666666667,,59.012499999999996,113.0,7.545000000000001,,,,,,,,,,,,
Hatta12032023,,25.575,,43.395833333333336,175.29166666666666,5.7749999999999995,,,,,,,,,,,,
Hatta12042023,,28.733333333333334,,41.775,128.125,7.7700000000000005,,,,,,,,,,,,
Hatta12052023,,35.00833333333333,,17.65909090909091,222.04166666666666,6.57,,,,,,,,,,,,
Hatta12062023,,38.295833333333334,,19.895,205.5,5.955000000000001,,,,,,,,,,,,
Hatta12072023,,33.69583333333333,,65.59166666666667,116.33333333333333,9.66,,,,,,,,,,,,
Hatta12082023,,34.775,,48.1,235.33333333333334,4.05,,,,,,,,,,,,
Hatta12092023,,33.775,,57.90416666666667,112.45833333333333,6.2700000000000005,,,,,,,,,,,,
Hatta12102023,,34.420833333333334,,18.629166666666666,266.4583333333333,4.47,,,,,,,,,,,,
Hatta12112023,,23.920833333333334,,52.26666666666667,145.375,6.5249999999999995,,,,,,,,,,,,
Hatta12122023,,21.213043478260868,,39.47826086956522,170.65217391304347,3.0678260869565217,,,,,,,,,,,,
Hatta13012023,,16.995833333333334,,56.975,99.20833333333333,13.71,,,,,,,,,,,,
Hatta13022023,,20.616666666666667,,70.9375,151.45833333333334,6.8999999999999995,,,,,,,,,,,,
Hatta13032023,,25.065217391304348,,44.06521739130435,198.3913043478261,6.4799999999999995,,,,,,,,,,,,
Hatta13042023,,29.670833333333334,,46.166666666666664,146.91666666666666,6.03,,,,,,,,,,,,
Hatta13052023,,36.525,,19.85625,285.2916666666667,5.7749999999999995,,,,,,,,,,,,
Hatta13062023,,38.99583333333333,,24.175,233.75,6.1499999999999995,,,,,,,,,,,,
Hatta13072023,,34.545833333333334,,63.199999999999996,113.29166666666667,10.395,,,,,,,,,,,,
Hatta13082023,,37.34166666666667,,31.120833333333334,270.8333333333333,4.815,,,,,,,,,,,,
Hatta13092023,,36.3375,,34.112500000000004,261.0833333333333,3.705,,,,,,,,,,,,
Hatta13102023,,32.50416666666667,,26.043478260869566,166.79166666666666,4.8,,,,,,,,,,,,
Hatta13112023,,23.8,,39.420833333333334,150.58333333333334,3.9600000000000004,,,,,,,,,,,,
Hatta13122023,,20.808333333333334,,50.49166666666667,211.79166666666666,2.9250000000000003,,,,,,,,,,,,
Hatta14012023,,17.720833333333335,,58.574999999999996,103.5,10.035,,,,,,,,,,,,
Hatta14022023,,22.395652173913046,,58.51304347826087,168.95652173913044,5.556521739130435,,,,,,,,,,,,
Hatta14032023,,25.625,,47.09583333333333,194.04166666666666,5.04,,,,,,,,,,,,
Hatta14042023,,30.708333333333332,,36.354166666666664,272.875,5.61,,,,,,,,,,,,
Hatta14052023,,35.5625,,18.753333333333334,267.1666666666667,6.989999999999999,,,,,,,,,,,,
Hatta14062023,,38.256521739130434,,23.41818181818182,274.4347826086956,6.542608695652174,,,,,,,,,,,,
Hatta14072023,,33.67916666666667,,64.63333333333334,100.08333333333333,12.195,,,,,,,,,,,,
Hatta14082023,,37.21666666666667,,32.225,205.16666666666666,5.415,,,,,,,,,,,,
Hatta14092023,,32.858333333333334,,62.637499999999996,106.29166666666667,8.94,,,,,,,,,,,,
Hatta14102023,,30.270833333333332,,58.55416666666667,131.41666666666666,7.305,,,,,,,,,,,,
Hatta14112023,,23.391666666666666,,39.858333333333334,159.16666666666666,4.836521739130435,,,,,,,,,,,,
Hatta14122023,,21.400000000000002,,47.791666666666664,249.58333333333334,4.3950000000000005,,,,,,,,,,,,
Hatta15012023,,18.633333333333333,,63.19583333333333,106.66666666666667,7.395,,,,,,,,,,,,
Hatta15022023,,22.929166666666664,,48.5625,164.79166666666666,6.0,,,,,,,,,,,,
Hatta15032023,,26.3875,,40.6125,250.54166666666666,4.3500000000000005,,,,,,,,,,,,
Hatta15042023,,27.46666666666667,,31.90416666666667,278.9583333333333,8.235,,,,,,,,,,,,
Hatta15052023,,35.229166666666664,,13.805555555555555,272.3333333333333,8.790000000000001,,,,,,,,,,,,
Hatta15062023,,35.62083333333333,,36.72083333333333,179.95833333333334,8.88,,,,,,,,,,,,
Hatta15072023,,33.6,,62.925000000000004,100.125,10.785000000000002,,,,,,,,,,,,
Hatta15082023,,35.9625,,31.849999999999998,115.0,8.175,,,,,,,,,,,,
Hatta15092023,,30.787499999999998,,74.62916666666666,83.0,11.79,,,,,,,,,,,,
Hatta15102023,,30.416666666666668,,65.3625,90.625,5.7,,,,,,,,,,,,
Hatta15112023,,24.099999999999998,,62.87083333333334,145.66666666666666,7.485,,,,,,,,,,,,
Hatta15122023,,21.145833333333332,,47.520833333333336,262.625,5.1000000000000005,,,,,,,,,,,,
Hatta16012023,,20.383333333333333,,53.175000000000004,227.20833333333334,3.81,,,,,,,,,,,,
Hatta16022023,,22.587500000000002,,48.92916666666667,184.83333333333334,5.7749999999999995,,,,,,,,,,,,
Hatta16032023,,27.583333333333332,,29.729166666666668,264.625,4.74,,,,,,,,,,,,
Hatta16042023,,26.433333333333334,,25.458333333333332,282.1666666666667,7.2749999999999995,,,,,,,,,,,,
Hatta16052023,,34.375,,11.954545454545455,268.4583333333333,9.105,,,,,,,,,,,,
Hatta16062023,,35.449999999999996,,44.15,187.16666666666666,8.52,,,,,,,,,,,,
Hatta16072023,,35.47083333333333,,54.4625,136.41666666666666,8.16,,,,,,,,,,,,
Hatta16082023,,33.237500000000004,,52.5625,83.45833333333333,10.44,,,,,,,,,,,,
Hatta16092023,,29.825,,78.95833333333333,84.04166666666667,10.950000000000001,,,,,,,,,,,,
Hatta16102023,,29.458333333333332,,65.82083333333334,82.45833333333333,7.905,,,,,,,,,,,,
Hatta16112023,,25.195833333333336,,61.0,81.16666666666667,8.985000000000001,,,,,,,,,,,,
Hatta16122023,,20.020833333333332,,59.291666666666664,148.66666666666666,5.415,,,,,,,,,,,,
Hatta17012023,,20.066666666666666,,62.61666666666667,158.875,7.86,,,,,,,,,,,,
Hatta17022023,,22.77916666666667,,45.99166666666667,270.8333333333333,4.53,,,,,,,,,,,,
Hatta17032023,,25.991999999999997,,33.128,276.64,7.8192,,,,,,,,,,,,
Hatta17042023,,26.854166666666668,,29.2,274.2083333333333,8.040000000000001,,,,,,,,,,,,
Hatta17052023,,34.74583333333333,,16.452380952380953,282.3333333333333,6.915,,,,,,,,,,,,
Hatta17062023,,36.3375,,23.650000000000002,290.5833333333333,6.75,,,,,,,,,,,,
Hatta17072023,,34.19166666666667,,64.41250000000001,100.25,10.14,,,,,,,,,,,,
Hatta17082023,,32.391666666666666,,59.6,82.58333333333333,9.75,,,,,,,,,,,,
Hatta17092023,,31.183333333333334,,73.075,90.875,8.985000000000001,,,,,,,,,,,,
Hatta17102023,,29.462500000000002,,65.57916666666667,111.75,6.57,,,,,,,,,,,,
Hatta17112023,,22.616666666666664,,72.78333333333333,110.58333333333333,5.595,,,,,,,,,,,,
Hatta17122023,,19.8375,,50.916666666666664,136.04166666666666,5.493913043478261,,,,,,,,,,,,
Hatta18012023,,19.383333333333333,,60.87916666666666,246.16666666666666,7.305,,,,,,,,,,,,
Hatta18022023,,21.40833333333333,,59.175000000000004,281.875,6.585,,,,,,,,,,,,
Hatta18032023,,24.775000000000002,,32.09166666666667,274.3333333333333,7.635000000000001,,,,,,,,,,,,
Hatta18042023,,26.599999999999998,,31.85,274.5833333333333,5.61,,,,,,,,,,,,
Hatta18052023,,35.82,,17.1,269.84,4.8384,,,,,,,,,,,,
Hatta18062023,,32.708333333333336,,47.80416666666667,167.75,7.905,,,,,,,,,,,,
Hatta18072023,,33.85,,65.3875,100.20833333333333,9.615,,,,,,,,,,,,
Hatta18082023,,33.770833333333336,,49.85,126.79166666666667,5.97,,,,,,,,,,,,
Hatta18092023,,33.516666666666666,,54.0875,172.25,4.62,,,,,,,,,,,,
Hatta18102023,,29.02916666666667,,69.70833333333333,133.5,6.945,,,,,,,,,,,,
Hatta18112023,,23.429166666666664,,68.28750000000001,221.66666666666666,3.0749999999999997,,,,,,,,,,,,
Hatta18122023,,18.95,,45.53333333333333,153.25,6.54,,,,,,,,,,,,
Hatta19012023,,19.329166666666666,,57.0,251.79166666666666,6.075,,,,,,,,,,,,
Hatta19022023,,20.287499999999998,,51.791666666666664,278.4166666666667,7.515000000000001,,,,,,,,,,,,
Hatta19032023,,24.182608695652174,,43.70476190476191,265.4782608695652,4.914782608695653,,,,,,,,,,,,
Hatta19042023,,26.695833333333336,,31.295833333333334,251.29166666666666,4.365,,,,,,,,,,,,
Hatta19052023,,34.475,,22.541666666666668,228.125,5.79,,,,,,,,,,,,
Hatta19062023,,33.25,,59.949999999999996,126.83333333333333,8.07,,,,,,,,,,,,
Hatta19072023,,35.84583333333333,,53.725,115.20833333333333,7.8,,,,,,,,,,,,
Hatta19082023,,33.775,,54.25833333333333,104.625,6.675,,,,,,,,,,,,
Hatta19092023,,33.00833333333333,,57.98333333333333,104.25,7.785,,,,,,,,,,,,
Hatta19102023,,29.008333333333336,,72.55416666666666,78.04166666666667,7.8,,,,,,,,,,,,
Hatta19112023,,23.141666666666666,,72.87083333333334,135.875,6.239999999999999,,,,,,,,,,,,
Hatta19122023,,19.912499999999998,,57.29583333333333,148.125,4.53,,,,,,,,,,,,
Hatta20012023,,16.870833333333334,,59.074999999999996,165.16666666666666,7.905,,,,,,,,,,,,
Hatta20022023,,20.191666666666666,,50.449999999999996,275.4166666666667,8.01,,,,,,,,,,,,
Hatta20032023,,26.40416666666667,,27.666666666666668,267.0416666666667,4.575,,,,,,,,,,,,
Hatta20042023,,27.241666666666664,,35.352380952380955,279.8333333333333,5.010000000000001,,,,,,,,,,,,
Hatta20052023,,33.237500000000004,,33.525,227.5,5.625,,,,,,,,,,,,
Hatta20062023,,35.32083333333333,,47.92083333333333,184.5,6.390000000000001,,,,,,,,,,,,
Hatta20072023,,35.28695652173913,,55.4304347826087,121.43478260869566,7.826086956521739,,,,,,,,,,,,
Hatta20082023,,33.22083333333333,,55.85,80.66666666666667,7.935,,,,,,,,,,,,
Hatta20092023,,35.0875,,43.849999999999994,116.66666666666667,3.8250000000000006,,,,,,,,,,,,
Hatta20102023,,28.587500000000002,,72.74583333333334,128.79166666666666,6.075,,,,,,,,,,,,
Hatta20112023,,24.162499999999998,,70.70833333333333,84.66666666666667,7.050000000000001,,,,,,,,,,,,
Hatta20122023,,20.375,,58.5,165.54166666666666,3.5400000000000005,,,,,,,,,,,,
Hatta21012023,,17.425,,51.525,102.70833333333333,10.365,,,,,,,,,,,,
Hatta21022023,,20.145833333333332,,50.762499999999996,280.9166666666667,7.8,,,,,,,,,,,,
Hatta21032023,,22.2375,,57.725,153.16666666666666,6.285,,,,,,,,,,,,
Hatta21042023,,28.645833333333332,,20.71,277.125,5.805,,,,,,,,,,,,
Hatta21052023,,31.883333333333336,,39.82083333333333,181.66666666666666,8.235000000000001,,,,,,,,,,,,
Hatta21062023,,38.391666666666666,,22.64761904761905,265.0,5.535,,,,,,,,,,,,
Hatta21072023,,32.362500000000004,,71.23333333333333,80.75,13.455,,,,,,,,,,,,
Hatta21082023,,34.07083333333333,,45.07083333333333,96.66666666666667,5.205,,,,,,,,,,,,
Hatta21092023,,35.80416666666667,,27.662499999999998,179.95833333333334,5.04,,,,,,,,,,,,
Hatta21102023,,28.8875,,71.35000000000001,82.54166666666667,8.295,,,,,,,,,,,,
Hatta21112023,,24.71666666666667,,70.31666666666666,112.875,4.570434782608696,,,,,,,,,,,,
Hatta21122023,,20.891666666666666,,55.7875,249.58333333333334,3.045,,,,,,,,,,,,
Hatta22012023,,17.079166666666666,,55.51666666666667,130.75,9.69,,,,,,,,,,,,
Hatta22022023,,22.5625,,33.2875,282.25,5.1450000000000005,,,,,,,,,,,,
Hatta22032023,,21.962500000000002,,49.34583333333333,264.2916666666667,9.945,,,,,,,,,,,,
Hatta22042023,,28.65416666666667,,26.28333333333333,244.41666666666666,4.485,,,,,,,,,,,,
Hatta22052023,,33.18333333333333,,33.0625,235.0,4.62,,,,,,,,,,,,
Hatta22062023,,39.65416666666667,,18.220000000000002,282.4583333333333,5.745,,,,,,,,,,,,
Hatta22072023,,32.4125,,71.40833333333333,84.5,12.33,,,,,,,,,,,,
Hatta22082023,,36.420833333333334,,34.354166666666664,172.70833333333334,4.695,,,,,,,,,,,,
Hatta22092023,,35.170833333333334,,37.19583333333333,103.625,5.640000000000001,,,,,,,,,,,,
Hatta22102023,,28.3125,,70.39999999999999,84.5,8.655,,,,,,,,,,,,
Hatta22112023,,25.5,,60.5,250.625,3.735,,,,,,,,,,,,
Hatta22122023,,20.6125,,55.0625,256.5416666666667,2.985,,,,,,,,,,,,
Hatta23012023,,17.479166666666668,,52.708333333333336,99.16666666666667,12.06,,,,,,,,,,,,
Hatta23022023,,24.34583333333333,,25.277272727272727,277.5,4.665,,,,,,,,,,,,
Hatta23032023,,20.870833333333334,,43.699999999999996,264.1666666666667,11.729999999999999,,,,,,,,,,,,
Hatta23042023,,28.820833333333336,,26.166666666666668,253.16666666666666,4.92,,,,,,,,,,,,
